R,Z,A_phi,Br,Bz
5.514312095755914411e-01,7.078898700780789088e-02,8.349933083723597160e-02,-7.930802768109680712e-03,4.462436939431416172e-02
5.397241687272102961e-01,7.796307086648217310e-02,8.188858143758248609e-02,-8.880683631440929385e-03,4.588034914380308138e-02
5.270389870078079353e-01,8.321744517582592426e-02,8.006477795538209652e-02,-9.599234115872889300e-03,4.748899433904019141e-02
5.136880156910201833e-01,8.642272980207454935e-02,7.805850012473024291e-02,-1.014658669775323971e-02,4.911992898300857058e-02
5.000000000000000000e-01,8.749999999999999445e-02,7.591628686930394776e-02,-1.032725580181889993e-02,5.095060421075679052e-02
4.863119843089798167e-01,8.642272980207454935e-02,7.369154366499414133e-02,-1.033294854372894013e-02,5.248517533418312758e-02
4.729610129921921202e-01,8.321744517582593814e-02,7.144330530924110356e-02,-9.930492129804822238e-03,5.411100206135319168e-02
4.602758312727896484e-01,7.796307086648218698e-02,6.925828207059998853e-02,-9.337001260722992829e-03,5.554641750883033274e-02
4.485687904244086144e-01,7.078898700780789088e-02,6.719876472942183654e-02,-8.500446006603115667e-03,5.695180863374357111e-02
4.381281566461771027e-01,6.187184335382291123e-02,6.533458300580467781e-02,-7.303214142239618234e-03,5.794268490423765822e-02
4.292110129921921091e-01,5.143120957559140644e-02,6.372176217829880751e-02,-6.130844860958354833e-03,5.894384740876849882e-02
4.220369291335178130e-01,3.972416872721034470e-02,6.242011759478500316e-02,-4.613682238940080421e-03,5.958429262094747103e-02
4.167825548241740896e-01,2.703898700780790407e-02,6.145621727646566335e-02,-3.178854188469175217e-03,6.008695607724288956e-02
4.135772701979254506e-01,1.368801569102020936e-02,6.087108436770095193e-02,-1.598727758623431959e-03,6.039206428974092100e-02
4.124999999999999778e-01,1.071565949253933995e-17,6.066917554065789225e-02,-4.328449856057045320e-05,6.049113509884562756e-02
4.135772701979254506e-01,-1.368801569102018854e-02,6.086985616990198134e-02,1.669929255496677102e-03,6.037836302190677240e-02
4.167825548241740341e-01,-2.703898700780785203e-02,6.145520065716945229e-02,3.136848615730550988e-03,6.010929476932865695e-02
4.220369291335178130e-01,-3.972416872721033082e-02,6.241649169770518979e-02,4.608936300951824334e-03,5.950711859515681046e-02
4.292110129921921091e-01,-5.143120957559138562e-02,6.372066106372104022e-02,6.107030941767930404e-03,5.890172033719783679e-02
4.381281566461771027e-01,-6.187184335382289735e-02,6.533083034822367852e-02,7.359702885466156211e-03,5.790920421637973936e-02
4.485687904244086144e-01,-7.078898700780789088e-02,6.719499047909947842e-02,8.347564354865198016e-03,5.682563919516885054e-02
4.602758312727896484e-01,-7.796307086648217310e-02,6.925604744862623452e-02,9.179209509787247812e-03,5.562550401036289727e-02
4.729610129921920647e-01,-8.321744517582592426e-02,7.144677847949998384e-02,9.881641674261511243e-03,5.415317735352383199e-02
4.863119843089797611e-01,-8.642272980207453548e-02,7.368505474737351013e-02,1.023075808034515019e-02,5.257766777979981654e-02
5.000000000000000000e-01,-8.749999999999999445e-02,7.591310239937064386e-02,1.031643964150859988e-02,5.082764647066174285e-02
5.136880156910201833e-01,-8.642272980207454935e-02,7.805930363035039343e-02,1.014580456997760984e-02,4.918922039373552213e-02
5.270389870078078243e-01,-8.321744517582593814e-02,8.006961074890817098e-02,9.624899832921035223e-03,4.744801793840495996e-02
5.397241687272102961e-01,-7.796307086648220086e-02,8.188847111003585977e-02,8.892686843737486468e-03,4.590261108154598813e-02
5.514312095755913301e-01,-7.078898700780790476e-02,8.349275297500002857e-02,7.844719599308269675e-03,4.443284641185651918e-02
5.618718433538228973e-01,-6.187184335382291817e-02,8.487099246855217549e-02,6.774477496172370654e-03,4.337365384269319113e-02
5.707889870078078909e-01,-5.143120957559141337e-02,8.599814061717088454e-02,5.544328547475905165e-03,4.227671848952813810e-02
5.779630708664821315e-01,-3.972416872721035858e-02,8.687791888958452946e-02,4.216243759764743033e-03,4.154172144941894323e-02
5.832174451758259659e-01,-2.703898700780792141e-02,8.750833477840859465e-02,2.849393439631084986e-03,4.097935685486440993e-02
5.864227298020745494e-01,-1.368801569102021977e-02,8.788194125259454759e-02,1.373667044707604012e-03,4.066008481215035303e-02
5.925000000000000266e-01,0.000000000000000000e+00,8.875678388683141962e-02,2.528698931895193025e-05,4.003377978928711334e-02
5.913611715050501871e-01,1.447018801622135600e-02,8.862364052583455998e-02,-1.471405525672532912e-03,4.019265973895087829e-02
5.879727277573016941e-01,2.858407197968263272e-02,8.823547825498893882e-02,-2.955477184004942116e-03,4.045604407833171268e-02
5.824181034874240659e-01,4.199412122590807234e-02,8.758294060241586521e-02,-4.386160903319209423e-03,4.104068995221871186e-02
5.748340719796826148e-01,5.437013583705376657e-02,8.667213993204286870e-02,-5.885273818706810572e-03,4.191398583172614017e-02
5.654073772597556502e-01,6.540737725975565020e-02,8.549412936326486467e-02,-7.198087166789267875e-03,4.290041025599709151e-02
5.543701358370537458e-01,7.483407197968264257e-02,8.406302028793294356e-02,-8.372282512080752789e-03,4.430739932965679223e-02
5.419941212259080654e-01,8.241810348742402426e-02,8.238177186713956102e-02,-9.369380451977465940e-03,4.559667863633983659e-02
5.285840719796826015e-01,8.797272775730169414e-02,8.046200327897773397e-02,-1.020116416945773992e-02,4.737123733762402950e-02
5.144701880162213525e-01,9.136117150505024265e-02,7.835031596008386334e-02,-1.076537757288121080e-02,4.911111216320591943e-02
5.000000000000000000e-01,9.249999999999999889e-02,7.608105247192070708e-02,-1.095883450733291069e-02,5.101589514541807896e-02
4.855298119837786475e-01,9.136117150505024265e-02,7.372531745511620715e-02,-1.089942828735793005e-02,5.274261710613078330e-02
4.714159280203173985e-01,8.797272775730170802e-02,7.134121390784151084e-02,-1.050441295093415030e-02,5.441685028276267710e-02
4.580058787740919346e-01,8.241810348742402426e-02,6.901460366159267723e-02,-9.845779108236352856e-03,5.594834851873232290e-02
4.456298641629462542e-01,7.483407197968264257e-02,6.682670499154969024e-02,-8.929388405696648059e-03,5.735120246086870821e-02
4.345926227402443498e-01,6.540737725975565020e-02,6.483909399589038447e-02,-7.676569518547560200e-03,5.848559219882219773e-02
4.251659280203173852e-01,5.437013583705377351e-02,6.312730484895784366e-02,-6.498743522070610235e-03,5.938685045646149158e-02
4.175818965125759896e-01,4.199412122590808621e-02,6.174185323741990250e-02,-4.959907474972720387e-03,6.010923293225846342e-02
4.120272722426983059e-01,2.858407197968264313e-02,6.072180234089868262e-02,-3.486079338289089016e-03,6.063309196807675772e-02
4.086388284949497574e-01,1.447018801622136468e-02,6.009959740048600313e-02,-1.738365329096323072e-03,6.098735102489716287e-02
4.074999999999999734e-01,1.132798289211301673e-17,5.988745024801497147e-02,-4.781157488208572220e-05,6.104788099628662146e-02
4.086388284949497574e-01,-1.447018801622134213e-02,6.009914084553762137e-02,1.739807188575818921e-03,6.095990770701161660e-02
4.120272722426983059e-01,-2.858407197968258762e-02,6.072244608869394739e-02,3.403974154070800104e-03,6.066169265281577683e-02
4.175818965125759896e-01,-4.199412122590806540e-02,6.174429003600513666e-02,4.958477414831186959e-03,6.007558870032032872e-02
4.251659280203173852e-01,-5.437013583705375269e-02,6.312881493988117820e-02,6.504853904922232311e-03,5.937634262750827313e-02
4.345926227402443498e-01,-6.540737725975563632e-02,6.484016709632883790e-02,7.803341674137081324e-03,5.844191405032782283e-02
4.456298641629462542e-01,-7.483407197968262869e-02,6.682350105802548068e-02,8.872570942336843736e-03,5.726528983529156208e-02
4.580058787740919346e-01,-8.241810348742402426e-02,6.901109156167671566e-02,9.851201772663270573e-03,5.590500210797882258e-02
4.714159280203173430e-01,-8.797272775730169414e-02,7.133710067462338544e-02,1.048991183016454928e-02,5.443001766256930218e-02
4.855298119837786475e-01,-9.136117150505022877e-02,7.371999804743693818e-02,1.095990221188243054e-02,5.274931577785268305e-02
5.000000000000000000e-01,-9.249999999999999889e-02,7.608179100803544315e-02,1.092646657155127952e-02,5.100807003135190976e-02
5.144701880162213525e-01,-9.136117150505024265e-02,7.835166075597678470e-02,1.081074146260567991e-02,4.907467342457502019e-02
5.285840719796826015e-01,-8.797272775730170802e-02,8.046375310580128337e-02,1.014059440662764058e-02,4.736373066375494656e-02
5.419941212259080654e-01,-8.241810348742403813e-02,8.237864995165408710e-02,9.399789967232251298e-03,4.563659942253729673e-02
5.543701358370537458e-01,-7.483407197968264257e-02,8.405824514084871135e-02,8.384997236729155312e-03,4.426525351425154159e-02
5.654073772597556502e-01,-6.540737725975566408e-02,8.549487353243495624e-02,7.077750076844340626e-03,4.290153458970871053e-02
5.748340719796826148e-01,-5.437013583705378739e-02,8.667263115923366790e-02,5.770170776951594888e-03,4.185476432793484164e-02
5.824181034874240659e-01,-4.199412122590809315e-02,8.758468303948295508e-02,4.424411863359923973e-03,4.105936534475052718e-02
5.879727277573016941e-01,-2.858407197968266047e-02,8.823651637279868176e-02,2.965535438205546982e-03,4.050607481902181173e-02
5.913611715050501871e-01,-1.447018801622137509e-02,8.862488750354852174e-02,1.450406559887649919e-03,4.009901811258122922e-02
5.975000000000000311e-01,0.000000000000000000e+00,8.949997683391848480e-02,1.100119353452433061e-05,3.946563749805900856e-02
5.962996132080259359e-01,1.525236034142250785e-02,8.936766670991330708e-02,-1.438690993559661908e-03,3.970836669705175154e-02
5.927280103387774224e-01,3.012915695155736831e-02,8.896233600225769700e-02,-3.110593232993150853e-03,3.998131658926897675e-02
5.868731361083658893e-01,4.426407372460579998e-02,8.828970077859774057e-02,-4.601389867072260345e-03,4.056605685080204998e-02
5.788791569515573388e-01,5.730906209851612670e-02,8.734889356250886971e-02,-6.056722258161614109e-03,4.139675888331652287e-02
5.689429111656884031e-01,6.894291116568837530e-02,8.612881868884068870e-02,-7.461415559837017777e-03,4.243659845798709862e-02
5.573090620985161614e-01,7.887915695155736651e-02,8.463691213026276750e-02,-8.808952324411405826e-03,4.392883641742491296e-02
5.442640737246058347e-01,8.687313610836584765e-02,8.287846010648902695e-02,-9.874290931035662605e-03,4.535444299239913685e-02
5.301291569515573787e-01,9.272801033877746402e-02,8.087407116453367018e-02,-1.080213514209697051e-02,4.724612088341637733e-02
5.152523603414225217e-01,9.629961320802592206e-02,7.865123073085171501e-02,-1.137559368415570066e-02,4.907467163706014796e-02
5.000000000000000000e-01,9.749999999999998945e-02,7.625866154791152707e-02,-1.160324091925903946e-02,5.101290383488071151e-02
4.847476396585775338e-01,9.629961320802592206e-02,7.376695422568151084e-02,-1.148465271470116948e-02,5.295281829212893088e-02
4.698708430484426213e-01,9.272801033877746402e-02,7.124304497691434646e-02,-1.104958615690528924e-02,5.472945882375478133e-02
4.557359262753942208e-01,8.687313610836586153e-02,6.878160468230955227e-02,-1.035356148735385937e-02,5.630971174904886301e-02
4.426909379014838941e-01,7.887915695155736651e-02,6.645465806897300765e-02,-9.361684757700522441e-03,5.774383628043590344e-02
4.310570888343115969e-01,6.894291116568837530e-02,6.435331301683967775e-02,-8.096970456210918210e-03,5.901801714289073297e-02
4.211208430484426612e-01,5.730906209851613364e-02,6.253969292412159264e-02,-6.857104867137783603e-03,5.981883001635487918e-02
4.131268638916341662e-01,4.426407372460581385e-02,6.107051725779478329e-02,-5.237005425954082208e-03,6.067404137976341316e-02
4.072719896612225221e-01,3.012915695155737872e-02,5.998971303812687672e-02,-3.549186302990984913e-03,6.123269718242955323e-02
4.037003867919740641e-01,1.525236034142251826e-02,5.933011708890976316e-02,-1.838952625374814902e-03,6.161515623780183804e-02
4.025000000000000244e-01,1.194030629168669198e-17,5.910780772448104292e-02,1.498462470157334918e-05,6.164278970676843189e-02
4.037003867919740641e-01,-1.525236034142249397e-02,5.933579721462409889e-02,1.777373306083145001e-03,6.157467160554370295e-02
4.072719896612225221e-01,-3.012915695155731974e-02,5.999058803542504231e-02,3.588514515334314831e-03,6.122106170365052696e-02
4.131268638916341107e-01,-4.426407372460579304e-02,6.107049126476782330e-02,5.215278546002291397e-03,6.062804945261809214e-02
4.211208430484426612e-01,-5.730906209851611283e-02,6.253795136846612701e-02,6.794957990845667574e-03,5.991793045004578655e-02
4.310570888343115969e-01,-6.894291116568837530e-02,6.435290368416664297e-02,8.123564101988086164e-03,5.902709167571326687e-02
4.426909379014838386e-01,-7.887915695155735263e-02,6.645554380228867186e-02,9.402982689766796465e-03,5.774843490686228098e-02
4.557359262753941653e-01,-8.687313610836584765e-02,6.877818782461099512e-02,1.032475950738967994e-02,5.621175633535464150e-02
4.698708430484426213e-01,-9.272801033877746402e-02,7.124610499356738569e-02,1.107164873934284033e-02,5.475158016101799169e-02
4.847476396585774783e-01,-9.629961320802590818e-02,7.376499002315325959e-02,1.163415870748630947e-02,5.292774515885916020e-02
5.000000000000000000e-01,-9.749999999999998945e-02,7.626023277685346768e-02,1.152648368920491939e-02,5.112198644193584329e-02
5.152523603414225217e-01,-9.629961320802592206e-02,7.865213045536577352e-02,1.139670092069336969e-02,4.905337232106125878e-02
5.301291569515573787e-01,-9.272801033877746402e-02,8.087428051935631468e-02,1.080902451882684995e-02,4.729309968396124692e-02
5.442640737246058347e-01,-8.687313610836587541e-02,8.287604465164714884e-02,9.925519954072020007e-03,4.532353803471277087e-02
5.573090620985161614e-01,-7.887915695155738038e-02,8.463503267494834614e-02,8.816996796272975195e-03,4.392552542671152721e-02
5.689429111656884031e-01,-6.894291116568838917e-02,8.612592981665567748e-02,7.496636646387938065e-03,4.244571741302215900e-02
5.788791569515573388e-01,-5.730906209851614752e-02,8.734399752139593298e-02,6.012406672684078232e-03,4.140202705091772239e-02
5.868731361083658893e-01,-4.426407372460582773e-02,8.828836655613335471e-02,4.605391565597537901e-03,4.053554751251080973e-02
5.927280103387774224e-01,-3.012915695155739607e-02,8.896182173805887439e-02,3.076316914019527112e-03,4.001076871543145924e-02
5.962996132080259359e-01,-1.525236034142253040e-02,8.936616079821016467e-02,1.595432652741348963e-03,3.963421240373279225e-02
6.025000000000000355e-01,0.000000000000000000e+00,9.023542145730772956e-02,3.100940232110695844e-06,3.903140957123583249e-02
6.012380549110015737e-01,1.603453266662366317e-02,9.010130749320308108e-02,-1.546511833145024087e-03,3.917733315254472853e-02
5.974832929202532616e-01,3.167424192343210737e-02,8.968744702381242773e-02,-3.254521397168893930e-03,3.953425909818485129e-02
5.913281687293077127e-01,4.653402622330354149e-02,8.899587077568177351e-02,-4.801212905283597232e-03,4.009735961547802180e-02
5.829242419234320627e-01,6.024798835997849378e-02,8.801812997006414063e-02,-6.295425815577750626e-03,4.094105445491594275e-02
5.724784450716211559e-01,7.247844507162112815e-02,8.675943430631768982e-02,-7.766533404401014355e-03,4.199829128384517662e-02
5.602479883599784660e-01,8.292424192343210432e-02,8.521360570076497165e-02,-9.217455341719832385e-03,4.349280501594376264e-02
5.465340262233034929e-01,9.132816872930769880e-02,8.338867704524752233e-02,-1.034354211699362036e-02,4.515548096953576201e-02
5.316742419234321559e-01,9.748329292025323389e-02,8.129115744832210444e-02,-1.131221335506006967e-02,4.706496436561345698e-02
5.160345326666236909e-01,1.012380549110016154e-01,7.896497338902841445e-02,-1.196778682615519049e-02,4.909618393983287976e-02
5.000000000000000000e-01,1.024999999999999939e-01,7.644813250468200649e-02,-1.227147842890943981e-02,5.102706127655227963e-02
4.839654673333763646e-01,1.012380549110016154e-01,7.381758513739641869e-02,-1.209472919313880034e-02,5.309784212658588687e-02
4.683257580765678996e-01,9.748329292025324777e-02,7.115134615334275936e-02,-1.168792063864074020e-02,5.499229328356922825e-02
4.534659737766964516e-01,9.132816872930769880e-02,6.854773881631660848e-02,-1.091099370604941936e-02,5.670795611121422219e-02
4.397520116400215340e-01,8.292424192343210432e-02,6.608980570267344867e-02,-9.848983376353558084e-03,5.818072101342036673e-02
4.275215549283788996e-01,7.247844507162112815e-02,6.386997043786024619e-02,-8.587236382911180022e-03,5.940403086182453191e-02
4.170757580765678818e-01,6.024798835997850766e-02,6.195427097538649952e-02,-7.128420063493628653e-03,6.043975945231976066e-02
4.086718312706922873e-01,4.653402622330354843e-02,6.040543872921094043e-02,-5.427394066358561323e-03,6.128626778313092660e-02
4.025167070797467384e-01,3.167424192343211431e-02,5.925988022057301213e-02,-3.706610473436139190e-03,6.176595563930947774e-02
3.987619450889984263e-01,1.603453266662367357e-02,5.856396983639484272e-02,-1.901714150058514971e-03,6.219431109621113146e-02
3.975000000000000200e-01,1.255262969126037031e-17,5.832849345514855288e-02,4.820874586551223936e-05,6.224062293376241700e-02
3.987619450889983708e-01,-1.603453266662364929e-02,5.856557102703092987e-02,1.780948807171680920e-03,6.226176042457105819e-02
4.025167070797467384e-01,-3.167424192343205186e-02,5.925861716720388223e-02,3.768753228227405844e-03,6.175216116469887245e-02
4.086718312706922873e-01,-4.653402622330352761e-02,6.040109690145126914e-02,5.555541129222184814e-03,6.125243418395558137e-02
4.170757580765678818e-01,-6.024798835997847990e-02,6.195175692623652169e-02,7.166058882497388857e-03,6.040077216598754156e-02
4.275215549283788441e-01,-7.247844507162111427e-02,6.386771543732104595e-02,8.631079356022872476e-03,5.951683514902596228e-02
4.397520116400214785e-01,-8.292424192343210432e-02,6.608917384013576757e-02,9.923669010554202891e-03,5.819606175589220332e-02
4.534659737766964516e-01,-9.132816872930769880e-02,6.854576648624835511e-02,1.086036816405945918e-02,5.664524643229869316e-02
4.683257580765678996e-01,-9.748329292025323389e-02,7.115025229503678383e-02,1.166363773625134041e-02,5.506701796110616970e-02
4.839654673333763091e-01,-1.012380549110016015e-01,7.381747819966059942e-02,1.214113382022641990e-02,5.318207762121750226e-02
5.000000000000000000e-01,-1.024999999999999939e-01,7.644799779530757344e-02,1.219848979236761929e-02,5.117052856761707125e-02
5.160345326666236909e-01,-1.012380549110016154e-01,7.896494577389021052e-02,1.194886772430961072e-02,4.907045050775391687e-02
5.316742419234320449e-01,-9.748329292025324777e-02,8.129189636518628637e-02,1.134384229725765060e-02,4.709960663666040714e-02
5.465340262233034929e-01,-9.132816872930771268e-02,8.338563098133985885e-02,1.056690864872361982e-02,4.515995228626405733e-02
5.602479883599784660e-01,-8.292424192343211820e-02,8.521152872431590752e-02,9.201169137948009280e-03,4.354922684048922327e-02
5.724784450716211559e-01,-7.247844507162112815e-02,8.675771521549317800e-02,7.824366166112135465e-03,4.208357345842723279e-02
5.829242419234320627e-01,-6.024798835997851459e-02,8.802122285753263831e-02,6.329804149696689579e-03,4.097846139159824069e-02
5.913281687293077127e-01,-4.653402622330356231e-02,8.899023001327611981e-02,4.799049614483950378e-03,4.004232040666907272e-02
5.974832929202532616e-01,-3.167424192343213513e-02,8.968924577301500001e-02,3.195941446067490123e-03,3.947884813005868299e-02
6.012380549110015737e-01,-1.603453266662368745e-02,9.010115799401849368e-02,1.642562994476006941e-03,3.915698987583392243e-02
6.075000000000000400e-01,0.000000000000000000e+00,9.097474066914813806e-02,-7.316273448889731005e-06,3.857490406926933346e-02
6.061764966139773225e-01,1.681670499182481848e-02,9.083851500437373216e-02,-1.661878269368511967e-03,3.863381679218853837e-02
6.022385755017289899e-01,3.321932689530684296e-02,9.041050506932962749e-02,-3.334203563375408817e-03,3.902822631912367807e-02
5.957832013502495361e-01,4.880397872200127607e-02,8.969706217172372653e-02,-5.015573116965518601e-03,3.965249460250554192e-02
5.869693268953068976e-01,6.318691462144086779e-02,8.869808472100769448e-02,-6.621142150215772980e-03,4.053811390492628730e-02
5.760139789775539088e-01,7.601397897755386712e-02,8.739567800613669279e-02,-8.147417493168791075e-03,4.173057728061505683e-02
5.631869146214408817e-01,8.696932689530685601e-02,8.579878346871726291e-02,-9.608970641256948247e-03,4.310595295450622005e-02
5.488039787220012622e-01,9.578320135024953608e-02,8.390334839959773250e-02,-1.081331251547005060e-02,4.498548448367314240e-02
5.332193268953068221e-01,1.022385755017290038e-01,8.171932053904364113e-02,-1.196944809240784932e-02,4.692024948846956756e-02
5.168167049918248601e-01,1.061764966139773086e-01,7.928604165864475140e-02,-1.256689026417420925e-02,4.911820121986783250e-02
5.000000000000000000e-01,1.074999999999999983e-01,7.665032147114653194e-02,-1.285383445560702928e-02,5.115110315097654015e-02
4.831832950081751954e-01,1.061764966139773086e-01,7.387952164098365859e-02,-1.274285542121933977e-02,5.335085548529389099e-02
4.667806731046931779e-01,1.022385755017290176e-01,7.106894239749354802e-02,-1.227944298036861941e-02,5.531663286463135709e-02
4.511960212779987378e-01,9.578320135024954995e-02,6.832365408735203982e-02,-1.146345792435717915e-02,5.712255033510609675e-02
4.368130853785591183e-01,8.696932689530685601e-02,6.573112812867205890e-02,-1.040883963043989953e-02,5.865005229360271272e-02
4.239860210224461468e-01,7.601397897755386712e-02,6.338645511374781105e-02,-9.050111707907964459e-03,5.989883664713679251e-02
4.130306731046931579e-01,6.318691462144086779e-02,6.136932925364072672e-02,-7.484512567141144400e-03,6.105704018581967207e-02
4.042167986497504639e-01,4.880397872200128995e-02,5.973359524889083200e-02,-5.719377724756211090e-03,6.182629229152863254e-02
3.977614244982710101e-01,3.321932689530685684e-02,5.853401210280904238e-02,-3.926696864634284662e-03,6.225662575654161701e-02
3.938235033860226775e-01,1.681670499182482889e-02,5.779893501868284267e-02,-2.060656394738305964e-03,6.276311836207668082e-02
3.925000000000000155e-01,1.316495309083404710e-17,5.755304594961883902e-02,7.141669917892585139e-05,6.282432142175752021e-02
3.938235033860226775e-01,-1.681670499182480460e-02,5.779981668061767025e-02,1.915763696834114080e-03,6.280536916972444261e-02
3.977614244982709546e-01,-3.321932689530678745e-02,5.853264713787308809e-02,3.928487645375391621e-03,6.231822955370824868e-02
4.042167986497504639e-01,-4.880397872200126219e-02,5.973276206478431855e-02,5.810761068239133319e-03,6.182674903352271267e-02
4.130306731046931579e-01,-6.318691462144085391e-02,6.136940209462177220e-02,7.473489037559554252e-03,6.099272487768193918e-02
4.239860210224460912e-01,-7.601397897755385324e-02,6.338664607692436059e-02,9.012310102302814596e-03,5.996474946446880838e-02
4.368130853785591183e-01,-8.696932689530684213e-02,6.573185898858620313e-02,1.036114332535482963e-02,5.865807012363417894e-02
4.511960212779987378e-01,-9.578320135024953608e-02,6.832238244300184449e-02,1.142274979112927955e-02,5.706283197905444304e-02
4.667806731046931223e-01,-1.022385755017290038e-01,7.106774467547266605e-02,1.226249928943931068e-02,5.535933241748221267e-02
4.831832950081751399e-01,-1.061764966139772948e-01,7.387336965550873880e-02,1.278897472286921917e-02,5.339294040614493697e-02
5.000000000000000000e-01,-1.074999999999999983e-01,7.664034417459485160e-02,1.286045112874699067e-02,5.124422444902294177e-02
5.168167049918247491e-01,-1.061764966139773086e-01,7.928280997624941040e-02,1.254753911908526934e-02,4.908028955911723779e-02
5.332193268953068221e-01,-1.022385755017290176e-01,8.172173659479524399e-02,1.187041357484023944e-02,4.684132076927129129e-02
5.488039787220012622e-01,-9.578320135024956383e-02,8.390336909038689783e-02,1.104283813287552929e-02,4.493484126248582788e-02
5.631869146214408817e-01,-8.696932689530685601e-02,8.580016607285508023e-02,9.702759992034975037e-03,4.325171914483456892e-02
5.760139789775537977e-01,-7.601397897755388100e-02,8.739380177616436207e-02,8.176281856603986181e-03,4.169550067186156284e-02
5.869693268953068976e-01,-6.318691462144088167e-02,8.869349971346522643e-02,6.628235043670454088e-03,4.056067702404384662e-02
5.957832013502495361e-01,-4.880397872200129689e-02,8.969830082480038935e-02,4.995721280282698802e-03,3.956959167396450344e-02
6.022385755017289899e-01,-3.321932689530687766e-02,9.041030188308843418e-02,3.322416029666236826e-03,3.899294733386213241e-02
6.061764966139773225e-01,-1.681670499182484277e-02,9.083415874607102258e-02,1.647651007738782898e-03,3.863185073170308237e-02
6.125000000000000444e-01,0.000000000000000000e+00,9.170686005758854620e-02,-1.234213017084052003e-05,3.803067212072715197e-02
6.111149383169529603e-01,1.759887731702597380e-02,9.156386022192535001e-02,-1.725337381916342916e-03,3.812930261155011297e-02
6.069938580832048292e-01,3.476441186718158549e-02,9.113027793864551807e-02,-3.430288523451206946e-03,3.851692112974897109e-02
6.002382339711913595e-01,5.107393122069901065e-02,9.040210239938739623e-02,-5.221197866722045167e-03,3.922238524487273170e-02
5.910144118671816216e-01,6.612584088290322792e-02,8.937200524477834085e-02,-6.890807836684783617e-03,4.010068447700371880e-02
5.795495128834866616e-01,7.954951288348660610e-02,8.803976443257907625e-02,-8.522046845257771897e-03,4.138045423965253794e-02
5.661258408829031863e-01,9.101441186718159382e-02,8.638741940842116496e-02,-1.002993584419216086e-02,4.280100424345394811e-02
5.510739312206990315e-01,1.002382339711913734e-01,8.442654864360610301e-02,-1.132564182284024994e-02,4.479910691314568927e-02
5.347644118671815994e-01,1.069938580832047736e-01,8.215984700148357134e-02,-1.256495145688379944e-02,4.682224491021166196e-02
5.175988773170260293e-01,1.111149383169530019e-01,7.961754852466083887e-02,-1.321978991572594041e-02,4.905398520166835696e-02
5.000000000000000000e-01,1.125000000000000028e-01,7.685666804931098883e-02,-1.341285099519060921e-02,5.130268782268485039e-02
4.824011226829740817e-01,1.111149383169530019e-01,7.394693120796770602e-02,-1.341915087992614011e-02,5.358336377355645691e-02
4.652355881328184006e-01,1.069938580832047875e-01,7.099072082408246220e-02,-1.288080066529151066e-02,5.568634500355509193e-02
4.489260687793009685e-01,1.002382339711913872e-01,6.810105840029442859e-02,-1.202739549099157007e-02,5.752242357886219737e-02
4.338741591170968137e-01,9.101441186718159382e-02,6.537637461793939508e-02,-1.088338440905611999e-02,5.912008501973539665e-02
4.204504871165133939e-01,7.954951288348660610e-02,6.291086332792500402e-02,-9.499736444522285245e-03,6.048672542112262795e-02
4.089855881328184339e-01,6.612584088290324180e-02,6.078581658561255097e-02,-7.831964334866756139e-03,6.155694463413000084e-02
3.997617660288086405e-01,5.107393122069902452e-02,5.906837839515419880e-02,-6.058922413439274575e-03,6.236672116875680016e-02
3.930061419167952264e-01,3.476441186718159243e-02,5.781045821292656733e-02,-4.095819015053661118e-03,6.296833325543167714e-02
3.888850616830470397e-01,1.759887731702598421e-02,5.703616841367049883e-02,-2.154584957538686982e-03,6.332412595733387384e-02
3.875000000000000111e-01,1.377727649040772389e-17,5.678146214525849750e-02,2.399852499229626152e-05,6.343272082900895670e-02
3.888850616830469842e-01,-1.759887731702595645e-02,5.703672446659398959e-02,2.053768965603157848e-03,6.332239834820510560e-02
3.930061419167951708e-01,-3.476441186718152998e-02,5.781011912695188659e-02,4.098371667161370378e-03,6.290872998856548992e-02
3.997617660288086405e-01,-5.107393122069899677e-02,5.906628531742402072e-02,6.041163536766266419e-03,6.237545209157271259e-02
4.089855881328183784e-01,-6.612584088290321405e-02,6.078493769415341252e-02,7.797891383930960311e-03,6.157193749813025946e-02
4.204504871165133939e-01,-7.954951288348659222e-02,6.290746695291569990e-02,9.478788643647250226e-03,6.044826439437882282e-02
4.338741591170967582e-01,-9.101441186718157994e-02,6.537301204568604640e-02,1.081982445448390062e-02,5.914788641596849250e-02
4.489260687793009685e-01,-1.002382339711913734e-01,6.810077483224606654e-02,1.200751781041276001e-02,5.752472749588234679e-02
4.652355881328184006e-01,-1.069938580832047736e-01,7.099222460176610183e-02,1.286690234670898048e-02,5.567600833167014179e-02
4.824011226829740262e-01,-1.111149383169529881e-01,7.394691370327155511e-02,1.352648747541124012e-02,5.356897555679686340e-02
5.000000000000000000e-01,-1.125000000000000028e-01,7.685194113126195270e-02,1.353758636742260005e-02,5.126216171416873163e-02
5.175988773170259183e-01,-1.111149383169530019e-01,7.962062363124529363e-02,1.318475409191060058e-02,4.898813389386762196e-02
5.347644118671815994e-01,-1.069938580832047875e-01,8.215400352033321030e-02,1.251452997119346065e-02,4.671640202262194314e-02
5.510739312206990315e-01,-1.002382339711914011e-01,8.442554796284862384e-02,1.140619210963716990e-02,4.465518057304426747e-02
5.661258408829031863e-01,-9.101441186718160770e-02,8.638801393343133184e-02,1.016089730422078952e-02,4.290991918056028670e-02
